Johanneksen evankeliumi suomeksi ja vosaksi.	Johanof rossa mu fin a vosa.
10 Jeesus vastasi ja sanoi hänelle: Jos sinä tietäisit Jumalan lahjan ja kuka se on, joka sinulle sanoo: Anna minun juodakseni! Niin sinä anoisit häneltä ja hän antaisi sinulle elävää vettä.	10 Jesus ooken a saaen tu hä: If ja daaif Hajo-of tofa a kojo it oo, kojo tu ja saa: Faa aj for veem! Itli ja teaafif ut hä a hä faaif tu ja eeva vam.
11 Sanoi vaimo hänelle: Herra, eipä sinulla ole, millä ammennat ja lähde on syvä: Kusta siis sinulla on elävää vettä?	11 Saaen viäm tu hä: Romä, ej a ja oof, kovy ja vomaap a sors oo dipva: Ob ko syklirli ja oof eeva vam?
12 Oletkos sinä suurempi kuin meidän isämme Jakob, joka meille tämän kaivon antoi? Ja hän joi itse siitä ja hänen lapsensa ja hänen karjansa.	12 Ooko ja pipir il ajsiof ma Jakob, kojo tu ajsi tä mapdiplo faaen? A hä veemen aut ut it a häof Sonsi a häof sirope.
13 Jeesus vastasi ja sanoi hänelle: Jokainen, joka juo tästä vedestä, hän janoaa jälleen.	13 Jesus ooken a saaen tu hä: Kijo, kojo veem täob vam, hä obvemniid dunen.
14 Mutta joka siitä vedestä juo, jonka minä hänelle annan, ei hän janoaa iankaikkisesti, vaan se vesi, jonka minä hänelle annan, tulee hänessä sen veden lähteeksi, joka kuohuu iankaikkiseen elämään.	14 Mut kojo ob it vam veem, ko aj tu hä faa, ej hä obvemniid kikinoli, mut it vam, ko aj tu hä faa, muu in hä itof vam sors, ko homvoom intu kikinova eo.
15 Sanoi vaimo hänelle: Herra, anna minulle sitä vettä, etten minä janoaisi enkä tarvitsisi tulla tänne ammentamaan.	15 Saaen viäm tu hä: Romä, faa tu aj it vam, syt aj ej obvemniidif a aj ej niidif uut täle vamaap.
16 Jeesus sanoi hänelle: Mene, kutsu miehesi ja tule tänne.	16 Jesus saaen tu hä: Tuu ja, tukoo ja jaof mä a uut ja täle.
17 Vaimo vastasi ja sanoi hänelle: Ei minulla ole miestä. Sanoi Jeesus hänelle: Oikein sinä sanoit: Ei minulla ole miestä.	17 Viäm ooken a saaen tu hä: Ej aj oof mä. Saaen Jesus tu hä: Ratli ja saaen: Ej aj oof mä.
18 Sillä viisi miestä on sinulla ollut ja se, joka sinulla nyt on, ei ole sinun miehesi. Sen sinä oikein sanoit.	18 Syfor fiv mäsi oo ja oofen a it kojo ja oof nen, ej oo jaof mä. It ja ratli saaen.
19 Vaimo sanoi hänelle: Herra, minä näen, että sinä olet profeetta.	19 Viäm saaen tu hä: Romä, aj vokaa, syt ja oo usennesaajo.
20 Meidän isämme ovat tällä vuorella kumartaneet ja rukoilleet ja te sanotte: Jerusalemissa on se paikka, jossa pitää rukoiltaman.	20 Ajsiof masi oo la tä pimöyl bauuen a usteaafen a jasi saa: In Jerusalem oo it lo, koin piit usteaaf.
21 Jeesus sanoi hänelle: Vaimo, usko minua: Se aika tulee, ettette tällä vuorella eikä Jerusalemissa Isää rukoile.	21 Jesus saaen tu hä: Viäm, uus ja aj: It no uut, syt jasi ej la tä pimöyl a ej in Jerusalem tu Ma usteaaf.
22 Ette tiedä, mitä te rukoilette, mutta me tiedämme, mitä me rukoilemme, sillä autuus on juutalaisista.	22 Jasi ej daa, ko jasi usteaaf, mut ajsi daa, ko ajsi usteaaf, syfor pyhrosvao oo ob jutjosi.
23 Mutta hetki tulee ja jo nyt on, että totiset rukoilijat rukoilevat Isää hengessä ja totuudessa, sillä Isä tahtoo myös senkaltaisia, jotka häntä rukoilevat.	23 Mut ipno uut a ripnen nen oo, syt darilva usteaafjosi usteaaf Ma in ho a darilvao, syfor Ma obraa ali itliva, kojosi hä usteaaf.
24 Jumala on Henki ja jotka häntä rukoilevat, niiden pitää hengessä ja totuudessa häntä rukoileman.	24 Hajo oo Ho a kojosi hä usteaaf, itsi piit in ho a darilvao ut hä usteaaf.
25 Vaimo sanoi hänelle: Minä tiedän, että Messias on tuleva, joka kutsutaan Kristus: Kun hän tulee, niin hän ilmoittaa meille kaikki.	25 Viäm saaen tu hä: Aj daa, syt Messias piitne uut, kojo tukoota Krist: Na hä uut, itli hä dafaa tu ajsi ki.
26 Jeesus sanoi hänelle: Minä olen se, joka sinun kanssa puhun.	26 Jesus saaen tu hä: Aj oo it, kojo vi ja sasaa.
27 Silloin tulivat hänen opetuslapsensa ja ihmettelivät, että hän sitä vaimoa puhutteli: Ei kuitenkaan kenkään sanonut: Mitäs kysyt eli mitäs häntä puhuttelet?	27 Itna uuten häof usdavjosi a voejhäpkaaen, syt hä it viäm cuvisaaen: Ej amut kojo saaen: Ko ja koo tuasaali ko tu hä cuvisaa?
28 Niin vaimo jätti vesiastiansa ja meni kaupunkiin ja sanoi niille ihmisille:	28 Itli viäm tejääen häof vamves a tuuen taunlo a saaen tu itsi mämsi:
29 Tulkaa katsomaan sitä ihmistä, joka minulle sanoi kaikki, mitä minä tehnyt olen: Olleeko hän Kristus?	29 Uut jasi kaa it mäm, kojo tu aj saaen ki, ko aj tee-en oo: Meejko oo hä Krist
30 Niin he läksivät kaupungista ja menivät hänen tykönsä.	30 Itli häsi urtuuen taunlo a tuuen tu hä.
31 Mutta sillä välillä rukoilivat opetuslapset häntä, sanoen: Rabbi, syö.	31 Mut it välna usteaafen usdavjosi hä, saali: Ropadaavjo, eem ja.
32 Vaan hän sanoi heille: Minulla on ruokaa syödäkseni, jota ette tiedä.	32 Mut hä saaen tu häsi: Aj oof em syt aj eemif, ko jasi ej daa.
33 Niin opetuslapset sanoivat keskenänsä: Lieneekö joku hänelle syötävää tuonut?	33 Itli usdavjosi saaen vigög jasi: Meejko öjo tu hä eemvova aagen?
34 Jeesus sanoi heille: Minun ruokani on se, että minä teen hänen tahtonsa, joka minun lähetti ja täytän hänen tekonsa.	34 Jesus saaen tu häsi: Ajof em oo it, syt aj tee häof obra, kojo pagaaen aj a fuul häof tesi.
35 Ettekö te sano: Vielä ovat neljä kuukautta ja elonaika tulee? Katso, minä sanon teille: Nostakaa silmänne ylös ja katsokaa vainioita: Sillä ne ovat jo valkeat elonajaksi.	35 Ejko jasi saa: Pirnen oo kva hynsi a vilemno uut? Kaa ja, aj saa tu jasi: Payyl jasi kaevsi yltu a kaa jasi villeilosi: Syfor itsi oo ripnen vitva for vilemno.
36 Ja joka niittää, hän saa palkan ja kokoaa hedelmän iankaikkiseen elämään: Että kylväjä ja niittäjä ynnä iloitsisivat.	36 A kojo upkuut, hä aaf törov a viaap hed intu kikinova eo: Syt sempaajo a upkuutjo pirri rooif.
37 Sillä tässä on se sana tosi, toinen on, joka kylvää ja toinen, joka niittää.	37 Syfor täin oo it sa ril, duva oo, kojo sempaa a duva, kojo upkuut.
38 Minä lähetin teidät niittämään, jossa ette ole työtä tehneet: Muut ovat työtä tehneet ja te olette heidän työnsä päälle tulleet.	38 Aj pagaaen jasi for upkuut, koin jasi ej oo tööen: Tuasi oo tööen a jasi oo le häsiof tö uuten.
39 Mutta monta Samarialaista siitä kaupungista uskoivat häneen sen vaimon puheen tähden, joka sanoi: Hän on minulle kaikki sanonut, mitä minä tehnyt olen.	39 Mut si Samarjosi ob it taunlo uusen intu hä forsy itof viäm sasa, kojo saaen: Hä oo tu aj ki saaen, ko aj tee-en oo.
40 Kun siis Samarialaiset tulivat hänen tykönsä, rukoilivat he häntä viipymään heidän tykönänsä ja hän viipyi siellä kaksi päivää.	40 Na syklirli Samarjosi uuten tu hä, häsi usteaafen hä for apnoo tut häsi a hä apnooen itla du tansi.
41 Ja paljon useammat uskoivat hänen sanansa tähden.	41 A piri sipir uusen forsy häof sasi.
42 Ja sanoivat sille vaimolle: Emme nyt silleen usko sinun puheesi tähden, sillä me olemme itse kuulleet ja tiedämme, että hän on totisesti Kristus, maailman Vapahtaja.	42 A saaen tu it viäm: Ajsi ej nen li it uus forsy jaof sasa, syfor ajsi oo aut vohööen a ajsi daa, syt hä oo darilli Krist, köl Friuurjo.
43 Mutta kahden päivän perästä läksi hän sieltä ja meni Galileaan.	43 Mut deut du tansi urtuuen hä itel a tuuen Galilea.
44 Sillä Jeesus todisti itse, ettei profeetta maksa isänsä maalla mitään.	44 Syfor Jesus dariilen aut, syt ej usennesaajo rovrii la häof maof hyl ejö.
45 Kun hän siis tuli Galileaan, ottivat Galilealaiset hänen vastaan, jotka olivat nähneet kaikki ne, mitä hän Jerusalemissa juhlana tehnyt oli: Sillä he olivat myös juhlalle tulleet.	45 Na hä syklirli uuten tu Galilea, ögaapen galileajosi häof, kojosi ooen vokaaen ki itsi, ko hä in Jerusalem na rono tee-en ooen: Syfor häsi ooen ali tu rono uuten.
46 Niin Jeesus tuli taas Galilean Kaanaan, kussa hän veden viiniksi tehnyt oli. Ja oli kuninkaan mies, jonka poika sairasti Kapernaumissa.	46 Itli Jesus uuten anen tu Galilea Kan, koin hä vam mu vainvem tee-en ooen. A ooen roylmäof mä, kojo-of son reeten in Kapernaum.
47 Kun hän kuuli, että Jeesus oli tullut Juudeasta Galileaan, meni hän hänen tykönsä ja rukoili häntä tulemaan alas ja parantamaan hänen poikansa, joka oli kuolemallansa.	47 Na hä vohööen, syt Jesus ooen uuten ut Judea tu Galilea, tuuen hä tu hä a usteaafen for hä uut lytu a termuu häof son, kojo ooen raf eöön.
48 Sanoi siis Jeesus hänelle: Ellette näe tunnustähtiä ja ihmeitä, niin ette usko.	48 Saaen syklirli Jesus tu hä: If jasi ej vokaa enmarksi a voejhäpsi, itli jasi ej uus.
49 Sanoi kuninkaan mies hänelle: Herra, tule alas ennen kuin minun poikani kuolee.	49 Saaen roylmäof mä tu hä: Romä, uut ja lytu en na ajof son eöön.
50 Jeesus sanoi hänelle: Mene, sinun poikasi elää. Ja mies uskoi sanan, jonka Jeesus sanoi hänelle ja meni.	50 Jesus saaen tu hä: Tuu ja, jaof son ee. A mä uusen sa, ko Jesus saaen tu hä a tuuen.
51 Niin hänen mennessänsä, kohtasivat hänen palvelijansa hänen ja ilmoittivat hänelle, sanoen: Sinun poikasi elää.	51 Itli na hä tuunen, obtuuen häof seerjosi hä a dafaaen tu hä, saali: Jaof son ee.
52 Niin hän tutki heiltä hetkeä, jona hän parani ja he sanoivat hänelle: Eilen seitsemännellä hetkellä antoi vilutauti hänen ylen.	52 Itli hä dakaaen ut häsi ipno, kona hä auttermuuen a häsi saaen tu hä: Edtanna na sevva ipno faaen fikalret hä ylli.
53 Niin isä ymmärsi sen siksi hetkeksi, jolloin Jeesus sanoi hänelle: Sinun poikasi elää. Ja hän uskoi ja koko hänen huoneensa.	53 Itli ma dakavooen it mu it ipno, kona Jesus saaen tu hä: Jaof son ee. A hä uusen a kio häof tolik.
54 Tämä on toinen tunnustähti, jonka Jeesus teki tullessansa Juudeasta Galileaan.	54 Tä oo duva enmark, ko Jesus tee-en na hä uuten ut Judea tu Galilea.
Johannes 5	Johan 5
1 Sitten oli Juutalaisten juhlapäivä ja Jeesus meni ylös Jerusalemiin.	1 Iten ooen jutjosiof ronotan a Jesus tuuen yltu Jerusalem.
2 Mutta Jerusalemissa on Lammasportin tykönä lammikko, joka Hebrean kielellä kutsutaan Betesda, jossa oli viisi vajaa,	2 Mut in Jerusalem oo tut Bääpepöouv bavamlo, ko mu Hebr vos tukoota Betesda, koin ooen fiv seftolsi,
3 joissa makasi suuri joukko sairaita, sokeita, ontuvia, halvatuita, jotka veden liikuttamista odottivat.	3 in kosi leiooen piva sio retjosi, ejvokajosi, rettuuva, uejmuuen josi, kojosi vam teuute obnooen.
4 Sillä enkeli tuli alas määrätyllä ajalla lammikkoon ja sekoitti veden: Joka siis ensimmäisenä veteen astui, kun se sekoitettu oli, niin se parani, ehkä missä ikänä taudissa hän oli.	4 Syfor enkjo uuten lytu na daö no intu bavamlo a parääjen vam: Ko syklirli na isva intu vam vetuuen, na it parääjen ooen, itli it auttermuuen, mejli koin ejkina ret hä ooen.
5 Niin oli siellä mies, joka 38 vuotta oli sairastanut.	5 Itli ooen itla mä, kojo 38 (trebasaht) jänsi ooen reet.
6 Kun Jeesus hänen näki makaavan ja tunsi hänen jo kauan sairastaneen, sanoi hän hänelle: Tahdotko tulla terveeksi?	6 Na Jesus vokaaen hä leioo a kadavooen hä ripnen luna reeten, saaen hä tu hä: Obraako ja muu terva?
7 Sairas vastasi hänelle: Herra, ei ole minulla sitä ihmistä, joka minun vie, kun vesi sekoitettu on, lammikkoon, mutta kun minä tulen, niin on toinen minun edelläni siihen astunut.	7 Retjo ooken tu hä: Romä, ej aj oof it mäm, kojo aj gaa, na vam parääjen oo, intu bavamlo, mut na aj uut, itli oo duva edla aj tuit vetuuen.
8 Jeesus sanoi hänelle: Nouse, ota vuoteesi ja käy.	8 Jesus saaen tu hä: Yyl ja, aap ja nukos a tuu.
9 Ja kohta parani se ihminen ja otti vuoteensa ja kävi. Ja se päivä oli sapatti.	9 A ipne auttermuuen it mäm a aapen häof nukos a tuuen. A it tan ooen pyhtan.
10 Sanoivat siis Juutalaiset paratulle: Nyt on sapatti, ei sinun sovi vuodetta kantaa.	10 Saaen syklirli jutjosi tu termuuen: Nen oo pyhtan, ej ja tusoop pogaag nukos.
11 Hän vastasi heille: Joka minun paransi, se sanoi minulle: Ota vuoteesi ja käy.	11 Hä ooken tu häsi: Kojo termuuen aj, it saaen tu aj: Aap ja nukos a tuu.
12 Niin he kysyivät häneltä: Kuka on se ihminen, joka sinulle sanoi: Ota vuoteesi ja käy?	12 Itli häsi kooen ut hä: Kojo oo it mäm, kojo tu ja saaen: Aap ja nukos a tuu?
13 Mutta ei parattu tietänyt, kuka se oli, sillä Jeesus oli mennyt pois kansan tähden, joka siinä paikassa oli.	13 Mut ej termuuen daaen, kojo it ooen, syfor Jesus ooen tuuen yr forsy hyj, ko itin lo ooen.
14 Sitten löysi Jeesus hänen temppelissä ja sanoi hänelle: Katso, sinä olet parattu: Älä silleen syntiä tee, ettei jotain pahempaa sinulle tapahtuisi.	14 Iten keesen Jesus hä in roustol a saaen tu hä: Kaa ja, ja oo termuuen: Ej ja li it aho tee, syt ej ö ahpir for ja hääpif.
15 Niin se ihminen meni pois ja ilmoitti juutalaisille, että Jeesus oli se, joka hänen parantanut oli.	15 Itli it mäm tuuen yr a dafaaen tu jutjosi, syt Jesus ooen it, kojo termuuen hä ooen.
16 Ja Juutalaiset vainosivat sen tähden Jeesusta ja etsivät häntä tappaaksensa, että hän senkaltaisia teki sapattina.	16 A jutjosi obahtee-en forsy it Jesus a seeken hä for paeöönif, syt hä itliva tee-en na pyhtan.
17 Niin Jeesus vastasi heille: Minun isäni tekee työtä hamaan tähän asti ja minä myös teen työtä.	17 Itli Jesus ooken tu häsi: Ajof ma tee tö kina tu tä ättu a aj ali tee tö.
18 Sen tähden etsivät Juutalaiset häntä vielä enemmin tappaaksensa, ettei hän ainoastaan sapattia rikkonut, mutta myös sanoi Jumalan isäksensä ja teki itsensä Jumalan kaltaiseksi.	18 Forsy it seeken jutjosi hä pirnen pir for paeöönif, syt ej hä erisli ahreeken pyhtan, mut ali saaen Hajo mu häof ma a tee-en aut mu Hajo liva.
19 Niin Jeesus vastasi ja sanoi heille: Totisesti, totisesti sanon minä teille: Ei taida Poika itsestänsä mitään tehdä, ellei hän näe Isän tekevän, sillä mitä ikinä hän tekee, sitä myös Poika niin tekee.	19 Itli Jesus ooken a saaen tu häsi: Darilli, darilli aj saa tu jasi: Ej livotee Son ob aut ejö tee, ifej hä vokaa Ma teeva, syfor ko kina hä tee, it ali Son itli tee.
20 Sillä Isä rakastaa Poikaa ja osoittaa hänelle kaikki, mitä hän itse tekee ja hän on vielä suurempia töitä hänelle osoittava, kuin nämä ovat, että teidän pitää ihmettelemän.	20 Syfor Ma raa Son a tukaa tu hä ki, ko hä aut tee a hä oone pirnen pipir tösi tu hä tukaava, il täsi oo, syt jasi piitne voejhäpkaa.
21 Sillä niin kuin Isä herättää ja virvoittaa kuolleita, niin myös Poika virvoittaa, joita hän tahtoo.	21 Syfor itli li Ma teönnuuk a poyys eöönen josi, itli ali Son poyys, kojosi hä obraa.
22 Sillä ei Isä ketään tuomitse, vaan antoi kaiken tuomion Pojalle:	22 Syfor Ma ejjo pöcuu, mut faaen ki pöcuute tu Son:
23 Että kaikki Poikaa kunnioittaisivat, niin kuin he Isää kunnioittavat. Joka ei Poikaa kunnioita, ei se kunnioita Isää, joka hänen lähetti.	23 Syt ki honrooif Son, itli li häsi honroo Ma. Kojo ej honroo Son, it ej honroo Ma, kojo pagaaen hä.
24 Totisesti, totisesti sanon minä teille: Joka kuulee minun sanani ja uskoo sen, joka minun lähetti, hänellä on iankaikkinen elämä ja ei hän tule tuomioon, vaan menee kuolemasta elämään.	24 Darilli, darilli aj saa tu jasi: Kojo vohöö ajof sa a uus it, kojo pagaaen aj, hä oof kikinova eo a hä ej uut tu pöcuute, mut tuu ut eön tu eo.
25 Totisesti, totisesti sanon minä teille: Hetki tulee ja nyt jo on, että kuolleet saavat kuulla Jumalan Pojan äänen, ja jotka sen kuulevat, ne saavat elää.	25 Darilli, darilli aj saa tu jasi: Ipno nee a nen ripnen oo, syt eöönen josi aaf vohöö Hajo-of Son hö, a kojosi vohöö it, itsi aaf ee.
26 Sillä niin kuin Isällä on elämä itsessänsä, niin antoi hän myös elämän Pojalle itsessänsä olemaan.	26 Syfor itli li Ma oof eo in aut, itli faaen hä ali eo tu Son in aut oonen.
27 Ja on hänelle myös antanut vallan tuomita, että hän on Ihmisen Poika.	27 A oo tu hä ali faaen pö pöcuu, syt hä oo Mämof Son.
28 Älkää tätä ihmetelkö, sillä hetki tulee, jona kaikki ne, jotka haudoissa ovat, saavat kuulla hänen äänensä.	28 Ej jasi tä voejhäpkaa, syfor ipno uut, kona ki itsi, kojosi in eönlosi oo, aaf vohöö häof hö.
29 Ja pitää tuleman edes ne, jotka hyvää tehneet ovat, elämän ylösnousemiseen, mutta jotka pahaa tehneet ovat, tuomion ylösnousemiseen.	29 A piitne uut kaedtu itsi, kojosi tee-en hava oo, intu eo eönyylte, mut kojosi tee-en ahva oo, intu pöcuute eönyylte.
30 En minä itsestäni taida mitään tehdä: Niin kuin minä kuulen, niin minä tuomitsen ja minun tuomioni on oikea, sillä en minä etsi minun tahtoani, vaan Isän tahtoa, joka minun lähetti.	30 Aj ej ob aut livotee ejö tee: Itli li aj vohöö, itli aj pöcuu a ajof pöcuute oo ratva, syfor aj ej seek ajof obra, mut Maof obra, kojo pagaaen aj.
31 Jos minä itsestäni todistaisin, niin ei minun todistukseni olisi tosi.	31 If aj öb aut dariilif, itli ej ajof darilob ooif ril.
32 Toinen on, joka todistaa minusta ja minä tiedän, että hänen todistuksensa on tosi, jonka hän minusta todistaa.	32 Duva oo, kojo dariil öb aj a aj daa, syt häof darilob oo ril, ko hä öb aj dariil.
33 Te lähetitte Johanneksen tykö ja hän todisti totuuden.	33 Jasi pagaaen tu Johan a hä dariilen darilvao.
34 Mutta en minä ihmiseltä todistusta ota, vaan minä sanoin näitä, että te autuaaksi tulisitte.	34 Mut aj ej ut mäm darilob aap, mut aj saaen täsi, syt jasi mu pyhrosva muuif.
35 Hän oli palavainen ja paistavainen kynttilä, mutta te tahdoitte ainoastaan vähän aikaan riemuita hänen valkeudessansa.	35 Hä ooen böönva a katkliirva fätkatvo, mut jasi obraaen erisli ipri no roos in häof vitvao.
36 Mutta minulla on suurempi todistus kuin Johanneksen, sillä ne työt, jotka Isä antoi minulle täyttääkseni, ne työt, jotka minä teen, todistavat minusta, että Isä minun lähetti.	36 Mut aj oof pipir darilob il Johanof syfor itsi tösi, kosi Ma faaen tu aj for aj fuulif, itsi tösi, kosi aj tee, dariil öb aj, syt Ma pagaaen aj.
37 Ja Isä, joka minun lähetti, hän todistaa minusta. Ette ole koskaan hänen ääntänsä kuulleet eli hänen muotoansa nähneet.	37 A Ma, kojo pagaaen aj, hä dariil öb aj. Jasi oo ejna häof hö vohööen tuasaali häof kau vokaaen.
38 Ja ei teillä ole hänen sanansa pysyväinen, sillä ette usko sitä, jonka hän lähetti.	38 A jasi ej oof häof sa autpaoova, syfor jasi ej uus it, kojo pagaaen hä.
39 Tutkikaa Raamatuita, sillä niissä te luulette teillänne iankaikkisen elämän olevan ja ne ovat, jotka todistavat minusta.	39 Dakaa jasi Uskirtosi, syfor in itsi jasi mejuus jasi oof kikinova eo oova a itsi oo, kosi dariil öb aj.
40 Ja ette tahdo tulla minun tyköni, että te saisitte elämän.	40 A jasi ej obraa uut tu aj, syt jasi aafif eo.
41 En minä pyydä kunniaa ihmisiltä,	41 Aj ej teaaf hon ut mämsi,
42 vaan minä tunnen teidät, ettei teissä ole Jumalan rakkaus.	42 mut aj kavodaa jasi, syt in jasi ej oo Hajo-of ra.
43 Minä tulin Isäni nimeen ja ette minua ota vastaan, jos joku tulee omalla nimellänsä, niin te sen otatte vastaan.	43 Aj uuten intu ajof Ma ersa a jasi ej ögaap aj, if öjo uut vy häof öfva ersa, itli jasi ögaap it.
44 Kuinka te taidatte uskoa, jotka otatte kunnian toinen toiseltanne ja sitä kunniaa, joka ainoalta Jumalalta tulee, ette etsi?	44 Koli jasi livotee uus, kojosi aap hon ut obki tuasi a it hon, ko ut eris Hajo uut, jasi ej seek?
45 Älkää luulko, että minä kannan Isän edessä teidän päällenne: Se on, joka teidän päällenne kantaa, Mooses, johonka te turvaatte.	45 Ej jasi mejuus, syt aj tuongsaa kaed Ma le jasi: It oo, kojo le jasi tuongsaa, Moses, kointu jasi tuur.
46 Sillä jos te olisitte Moosekseen uskoneet, niin te olisitte minuun uskoneet, sillä minusta on hän kirjoittanut.	46 Syfor if jasi ooif uusen intu Moses, itli jasi ooif uusen intu aj syfor öb aj oo hä kiiren.
